Site,Date,DOY,Sunset time,Time,After sunset (min),SQM (mags/arcsec2),Temperature (°C),Wet Bulb Temp (°C),Relative Humidity (%),Barometric Pressure (mb),Altitude (m),Station Pressure (mb),Heat Index (°C),Dew Point (°C),Humidity Ratio (g/kg),Density Altitude (m),Relative Air Density (%),Air Flow (m3/m),Air Speed (km/h),Evaporation Rate (kg/m²/h),Wind Chill (°C),Delta T (°C),Air Density (kg/m3),Notes
Z2-2,July 28,208,8:07 PM,10:12 PM,125,,25.4,23.1,82.6,1004.8,68,1004.8,27.4,22.2,17.02,558,94.7,0,0,0,25.3,2.3,1.16,
Z2-3,July 28,208,8:07 PM,8:07 PM,0,,26.9,23.6,76.7,1004,74,1004,29.8,22.4,17.29,619,94.1,2,1.3,0,26.8,3.3,1.153,
Z2-3,July 28,208,8:07 PM,8:22 PM,15,,25.9,22.8,77.4,1004.1,74,1004.1,27.9,21.6,16.42,577,94.5,0,0,0,25.8,3.1,1.158,
Z2-3,July 28,208,8:07 PM,8:37 PM,30,,26,23.1,78.3,1004.4,72,1004.4,28.4,21.9,16.77,582,94.5,1,1.2,0,26,2.9,1.157,
Z2-3,July 28,208,8:07 PM,8:52 PM,45,,25.8,23,79.8,1004.5,71,1004.5,28,22,16.85,574,94.6,1,1.1,0,25.7,2.8,1.158,
Z2-3,July 28,208,8:07 PM,9:07 PM,60,,25.6,23.2,81.8,1004.9,67,1004.9,27.9,22.3,17.11,566,94.6,0,0,0,25.6,2.4,1.159,
Z2-3,July 28,208,8:07 PM,9:22 PM,75,,25.6,23.2,81.8,1004.8,69,1004.8,27.9,22.3,17.11,567,94.6,1,1.3,0,25.6,2.4,1.159,
Z2-3,July 28,208,8:07 PM,9:37 PM,90,,25.8,23.4,82,1005.3,64,1005.3,28.2,22.5,17.32,569,94.6,1,1.3,0,25.7,2.4,1.159,
Z2-3,July 28,208,8:07 PM,9:52 PM,105,,25.4,23.1,82.3,1005.1,66,1005.1,27.6,22.2,16.99,555,94.7,2,1.3,0,25.4,2.3,1.161,
Z2-3,July 28,208,8:07 PM,10:07 PM,120,,25.5,23.3,83.7,1005.6,62,1005.6,28,22.5,17.37,556,94.7,1,1.3,0,25.5,2.2,1.16,
Z3-1,July 28,208,8:07 PM,8:17 PM,10,11.45,26.5,24.3,83.5,1008.3,39,1008.3,29.9,23.4,18.33,568,94.6,1,1.1,0,26.4,2.2,1.159,
Z3-1,July 28,208,8:07 PM,8:32 PM,25,14.19,26,23.8,83.7,1008.6,37,1008.6,29,23,17.87,547,94.8,0,0,0,26,2.2,1.161,
Z3-1,July 28,208,8:07 PM,8:47 PM,40,17.11,25.9,23.6,83,1008.7,35,1008.7,28.5,22.7,17.53,537,94.9,0,0,0,25.8,2.2,1.163,
Z3-1,July 28,208,8:07 PM,9:02 PM,55,18.99,25.7,23.7,84.4,1008.9,34,1008.9,28.4,22.9,17.69,531,95,0,0,0,25.7,2,1.163,
Z3-1,July 28,208,8:07 PM,9:17 PM,70,19.4,25.6,23.7,85.6,1009.2,31,1009.2,28.1,23,17.8,525,95,0,0,0,25.5,1.9,1.164,
Z3-1,July 28,208,8:07 PM,9:32 PM,85,19.55,25.4,23.9,88.7,1009.4,29,1009.4,28.2,23.4,18.3,520,95,0,0,0,25.4,1.5,1.164,
Z3-1,July 28,208,8:07 PM,9:47 PM,100,19.61,25,23.3,87.1,1009.5,29,1009.5,26.9,22.7,17.47,499,95.2,0,0,0,24.9,1.7,1.167,
Z3-1,July 28,208,8:07 PM,10:02 PM,115,19.75,24.9,23.4,88.1,1009.5,29,1009.5,27,22.8,17.63,498,95.3,0,0,0,24.9,1.5,1.167,
Z3-1,July 28,208,8:07 PM,10:17 PM,130,19.57,25.1,24.1,91.9,1009.5,28,1009.5,27.6,23.7,18.57,509,95.2,0,0,0,25,1,1.166,
Z3-2,July 28,208,8:07 PM,8:12 PM,5,10.43,26.4,24.4,85,1008.3,39,1008.3,30,23.7,18.61,567,94.6,0,0,0,26.4,2,1.159,
Z3-2,July 28,208,8:07 PM,8:27 PM,20,12.88,26.2,23.9,83.2,1008.5,38,1008.5,29.3,23.1,17.96,553,94.7,0,0,0,26.2,2.3,1.161,
Z3-2,July 28,208,8:07 PM,8:42 PM,35,16.14,25.8,23.4,81.9,1008.7,35,1008.7,28.4,22.5,17.28,535,94.9,5,3.5,0,25.8,2.4,1.163,
Z3-2,July 28,208,8:07 PM,8:57 PM,50,18.11,25.8,23.7,84,1008.7,35,1008.7,28.4,22.9,17.66,535,94.9,0,0,0,25.7,2.1,1.163,
Z3-2,July 28,208,8:07 PM,9:12 PM,65,18.87,25.7,23.8,85.2,1009.1,32,1009.1,28.5,23.1,17.89,531,95,0,0,0,25.7,1.9,1.163,
Z3-2,July 28,208,8:07 PM,9:27 PM,80,19.26,25.7,23.6,84.2,1009.3,30,1009.3,28.2,22.8,17.62,526,95,0,0,0,25.6,2.1,1.164,
Z3-2,July 28,208,8:07 PM,9:42 PM,95,19.31,25.4,23.4,85.2,1009.5,28,1009.5,27.7,22.7,17.48,511,95.1,0,0,0,25.3,1.9,1.165,
Z3-2,July 28,208,8:07 PM,9:57 PM,110,19.38,25.3,23.9,88.8,1009.4,29,1009.4,28,23.4,18.2,517,95.1,0,0,0,25.3,1.4,1.165,
Z3-2,July 28,208,8:07 PM,10:12 PM,125,19.36,25.3,24.1,91.2,1009.1,32,1009.1,27.9,23.7,18.64,519,95.1,0,0,0,25.2,1.2,1.165,
Z3-3,July 28,208,8:07 PM,8:07 PM,0,10.23,25.7,23.4,82.3,1007.9,43,1007.9,28.2,22.5,17.28,539,94.9,8,5.4,0,25.7,2.3,1.162,
Z3-3,July 28,208,8:07 PM,8:22 PM,15,12.19,25.9,23.7,83.1,1008.2,40,1008.2,28.7,22.8,17.66,545,94.8,2,1.3,0,25.9,2.2,1.162,
Z3-3,July 28,208,8:07 PM,8:37 PM,30,15.28,25.9,23.4,81.6,1008.3,39,1008.3,28.6,22.5,17.3,542,94.8,0,0,0,25.9,2.5,1.162,
Z3-3,July 28,208,8:07 PM,8:52 PM,45,17.85,26,23.7,82.7,1008.5,38,1008.5,28.7,22.8,17.6,544,94.8,0,0,0,25.9,2.3,1.162,
Z3-3,July 28,208,8:07 PM,9:07 PM,60,18.63,25.6,23.4,83,1008.7,36,1008.7,27.9,22.5,17.26,526,95,1,1.3,0,25.5,2.2,1.164,
Z3-3,July 28,208,8:07 PM,9:22 PM,75,18.64,25.6,23.6,84.5,1009,32,1009,28.2,22.8,17.58,526,95,0,0,0,25.6,2,1.164,
Z3-3,July 28,208,8:07 PM,9:37 PM,90,18.92,25.2,23.3,84.8,1009.3,31,1009.3,27.4,22.5,17.25,508,95.2,0,0,0,25.2,1.9,1.166,
Z3-3,July 28,208,8:07 PM,9:52 PM,105,19.02,25,23.1,85.2,1009.2,31,1009.2,27,22.4,17.1,500,95.2,2,1.5,0,25,1.9,1.167,
Z3-3,July 28,208,8:07 PM,10:07 PM,120,19.15,25.1,23.4,87.2,1009.2,31,1009.2,27.1,22.8,17.56,505,95.2,0,0,0,25,1.6,1.166,
S1-1,July 30,210,8:05 PM,8:15 PM,10,,28.2,24.5,74.6,1007.9,43,1007.9,32.1,23.2,18.09,628,94.1,0,0,0,28.1,3.7,1.152,
S1-1,July 30,210,8:05 PM,8:30 PM,25,,27,23.8,77.1,1008.1,40,1008.1,30.2,22.6,17.44,582,94.5,1,1.2,0,27,3.2,1.157,
S1-1,July 30,210,8:05 PM,8:45 PM,40,,26.9,23.8,77.8,1008.2,39,1008.2,30.1,22.7,17.53,579,94.5,0,0,0,26.9,3.1,1.158,
S1-1,July 30,210,8:05 PM,9:00 PM,55,,26.7,23.7,78.3,1008.4,38,1008.4,29.8,22.6,17.39,568,94.6,2,1.5,0,26.7,3,1.159,
S1-1,July 30,210,8:05 PM,9:15 PM,70,,26.7,24,79.9,1008.5,37,1008.5,30,23,17.79,572,94.6,2,1.4,0,26.7,2.7,1.159,
S1-1,July 30,210,8:05 PM,9:30 PM,85,,26.9,23.9,78.3,1008.7,35,1008.7,30,22.8,17.57,572,94.6,2,1.4,0,26.8,3,1.159,
S1-1,July 30,210,8:05 PM,9:45 PM,100,,26.5,23.7,79.3,1008.7,36,1008.7,29.6,22.6,17.42,559,94.7,0,0,0,26.5,2.8,1.16,
S1-1,July 30,210,8:05 PM,10:00 PM,115,,26.4,24,82.7,1008.9,34,1008.9,29.7,23.2,18.08,558,94.7,1,1.3,0,26.4,2.4,1.16,
S1-1,July 30,210,8:05 PM,10:15 PM,130,,26.4,23.9,81.7,1008.9,34,1008.9,29.4,23,17.81,556,94.7,0,0,0,26.3,2.5,1.16,
S1-2,July 30,210,8:05 PM,8:10 PM,5,,28.5,25.2,77.4,1007.4,47,1007.4,33.3,24.1,19.13,649,93.9,0,0,0,28.4,3.3,1.15,
S1-2,July 30,210,8:05 PM,8:25 PM,20,,27.6,24.5,77.8,1007.6,45,1007.6,31.3,23.4,18.24,612,94.2,2,1.8,0,27.5,3.1,1.154,
S1-2,July 30,210,8:05 PM,8:40 PM,35,,26.9,24.1,79.7,1007.8,44,1007.8,30.2,23.1,17.92,584,94.5,1,1.3,0,26.8,2.8,1.157,
S1-2,July 30,210,8:05 PM,8:55 PM,50,,27,24.2,79.8,1007.9,43,1007.9,30.4,23.2,18.06,587,94.4,0,0,0,26.9,2.8,1.157,
S1-2,July 30,210,8:05 PM,9:10 PM,65,,26.8,23.8,78.2,1008,41,1008,29.8,22.7,17.46,576,94.5,0,0,0,26.7,3,1.158,
S1-2,July 30,210,8:05 PM,9:25 PM,80,,26.6,23.3,76.2,1008.2,39,1008.2,29.1,22.1,16.81,562,94.7,0,0,0,26.5,3.3,1.16,
S1-2,July 30,210,8:05 PM,9:40 PM,95,,26.4,23.3,77.3,1008.3,39,1008.3,29,22.1,16.89,556,94.7,2,1.4,0,26.4,3.1,1.16,
S1-2,July 30,210,8:05 PM,9:55 PM,110,,26.4,23.7,80.2,1008.4,39,1008.4,29.4,22.7,17.52,559,94.7,0,0,0,26.4,2.7,1.16,
S1-2,July 30,210,8:05 PM,10:10 PM,125,,26.3,23.4,78.5,1008.5,38,1008.5,28.8,22.3,17.02,552,94.8,1,1.3,0,26.2,2.9,1.161,
S1-3,July 30,210,8:05 PM,8:05 PM,0,,29.1,25.2,73.1,1006.7,52,1006.7,34.1,23.8,18.74,675,93.6,1,1.3,0,29,3.9,1.147,
S1-3,July 30,210,8:05 PM,8:20 PM,15,,27.8,24.3,75.5,1006.8,51,1006.8,31.3,23,17.85,622,94.1,0,0,0,27.7,3.4,1.153,
S1-3,July 30,210,8:05 PM,8:35 PM,30,,27.6,24.9,80.5,1007,50,1007,31.7,23.9,18.89,620,94.1,0,0,0,27.5,2.7,1.153,
S1-3,July 30,210,8:05 PM,8:50 PM,45,,27.2,24.6,80.5,1007.1,48,1007.1,31.1,23.6,18.52,607,94.2,0,0,0,27.2,2.6,1.155,
S1-3,July 30,210,8:05 PM,9:05 PM,60,,27.4,24.9,81.8,1007.3,48,1007.3,31.7,24,19.01,614,94.2,0,0,0,27.4,2.5,1.154,
S1-3,July 30,210,8:05 PM,9:20 PM,75,,27.1,24.1,78.3,1007.4,47,1007.4,30.6,23,17.85,595,94.4,0,0,0,27.1,3,1.156,
S1-3,July 30,210,8:05 PM,9:35 PM,90,,26.9,23.9,78.1,1007.5,45,1007.5,30,22.8,17.57,585,94.5,3,2.2,0,26.8,3,1.157,
S1-3,July 30,210,8:05 PM,9:50 PM,105,,26.2,23.4,79.1,1007.7,44,1007.7,28.9,22.3,17.11,558,94.7,0,0,0,26.2,2.8,1.16,
S1-3,July 30,210,8:05 PM,10:05 PM,120,,26.9,24.1,79.5,1007.8,43,1007.8,30.2,23,17.86,583,94.5,0,0,0,26.8,2.8,1.157,
S2-1,July 30,210,8:05 PM,8:15 PM,10,,28.1,24.2,72.9,1008,42,1008,31.5,22.7,17.55,620,94.1,0,0,0,28,3.9,1.153,
S2-1,July 30,210,8:05 PM,8:30 PM,25,,27.6,23.6,72,1007.4,47,1007.4,30.6,22.1,16.89,608,94.2,0,0,0,27.6,4,1.155,
S2-1,July 30,210,8:05 PM,8:45 PM,40,,27.9,23.8,71.2,1008,41,1008,31.1,22.2,17,611,94.2,2,1.3,0,27.9,4.1,1.154,
S2-1,July 30,210,8:05 PM,9:00 PM,55,,28.5,24.6,73.1,1008.3,39,1008.3,32.9,23.2,18.08,636,94,0,0,0,28.5,3.9,1.151,
S2-1,July 30,210,8:05 PM,9:15 PM,70,,28.2,24.3,72.7,1008.5,37,1008.5,31.8,22.8,17.62,620,94.1,1,1.3,0,28.1,3.9,1.153,
S2-1,July 30,210,8:05 PM,9:30 PM,85,,28.1,24.4,73.9,1008.7,36,1008.7,32,23,17.83,616,94.2,2,1.5,0,28.1,3.7,1.154,
S2-1,July 30,210,8:05 PM,9:45 PM,100,,28.7,24.2,69.2,1008.6,36,1008.6,32.7,22.5,17.27,633,94,2,1.6,0,28.7,4.5,1.152,
S2-1,July 30,210,8:05 PM,10:00 PM,115,,28.7,24.2,69.3,1008.8,35,1008.8,32.4,22.5,17.27,631,94,0,0,0,28.6,4.5,1.152,
S2-1,July 30,210,8:05 PM,10:15 PM,130,,28.3,24.3,72,1008.8,35,1008.8,31.9,22.8,17.54,620,94.1,2,1.5,0,28.2,4,1.153,
S2-2,July 30,210,8:05 PM,8:10 PM,5,,28.4,24.3,70.9,1007.8,44,1007.8,32.2,22.6,17.46,635,94,1,1.3,0,28.4,4.2,1.152,
S2-2,July 30,210,8:05 PM,8:25 PM,20,,28.3,24.1,71,1007.9,42,1007.9,31.9,22.5,17.33,628,94.1,2,1.5,0,28.3,4.2,1.152,
S2-2,July 30,210,8:05 PM,8:40 PM,35,,28.9,24.1,67.7,1008.2,39,1008.2,32.6,22.3,17.07,643,93.9,2,1.4,0,28.8,4.8,1.151,
S2-2,July 30,210,8:05 PM,8:55 PM,50,,29.5,25.1,70.5,1008.9,34,1008.9,34.8,23.6,18.49,665,93.7,1,1.2,0,29.5,4.4,1.148,
S2-2,July 30,210,8:05 PM,9:10 PM,65,,28.9,24.1,67.7,1008.5,37,1008.5,32.6,22.3,17.1,641,93.9,0,0,0,28.8,4.8,1.151,
S2-2,July 30,210,8:05 PM,9:25 PM,80,,29.1,23.9,65.3,1008.5,38,1008.5,32.9,22,16.72,646,93.9,2,1.4,0,29.1,5.2,1.15,
S2-2,July 30,210,8:05 PM,9:40 PM,95,,29.2,23.7,63.9,1008.7,35,1008.7,32.6,21.6,16.35,643,93.9,1,1.3,0,29.1,5.5,1.151,
S2-2,July 30,210,8:05 PM,9:55 PM,110,,29.1,24.1,66.3,1008.8,35,1008.8,33.1,22.2,16.98,645,93.9,0,0,0,29.1,5,1.15,
S2-2,July 30,210,8:05 PM,10:10 PM,125,,28.4,23.9,69.6,1008.8,35,1008.8,31.8,22.3,17.03,620,94.1,1,1.3,0,28.3,4.5,1.153,
S2-3,July 30,210,8:05 PM,8:05 PM,0,,28.5,27.3,91.5,1007.6,45,1007.6,36,26.9,22.74,668,93.7,0,0,0,28.4,1.2,1.148,
S2-3,July 30,210,8:05 PM,8:20 PM,15,,28.2,24.3,72.6,1007.7,44,1007.7,31.8,22.8,17.61,627,94.1,0,0,0,28.1,3.9,1.152,
S2-3,July 30,210,8:05 PM,8:35 PM,30,,28.2,23.7,68.4,1007.7,44,1007.7,31.4,21.9,16.61,622,94.1,0,0,0,28.2,4.5,1.153,
S2-3,July 30,210,8:05 PM,8:50 PM,45,,29.1,23.9,65,1008.5,37,1008.5,32.8,21.9,16.6,646,93.9,2,1.4,0,29.1,5.2,1.15,
S2-3,July 30,210,8:05 PM,9:05 PM,60,,27.8,23.4,69.3,1008.2,40,1008.2,30.6,21.7,16.43,602,94.3,0,0,0,27.8,4.4,1.155,
S2-3,July 30,210,8:05 PM,9:20 PM,75,,28.8,23.8,66.7,1008.3,39,1008.3,32.4,22,16.78,640,94,2,1.5,0,28.8,5,1.151,
S2-3,July 30,210,8:05 PM,9:35 PM,90,,29.2,24.2,66.9,1008.5,38,1008.5,33.2,22.4,17.17,651,93.8,2,1.4,0,29.1,5,1.15,
S2-3,July 30,210,8:05 PM,9:50 PM,105,,29.2,23.9,64.6,1008.6,37,1008.6,32.9,21.9,16.59,648,93.9,3,2.2,0,29.2,5.3,1.15,
S2-3,July 30,210,8:05 PM,10:05 PM,120,,28.9,23.8,65.4,1008.9,35,1008.9,32.4,21.8,16.5,633,94,2,1.5,0,28.9,5.1,1.152,
S3-1,July 30,210,8:05 PM,8:15 PM,10,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,8:30 PM,25,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,8:45 PM,40,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,9:00 PM,55,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,9:15 PM,70,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,9:30 PM,85,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,9:45 PM,100,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,10:00 PM,115,,,,,,,,,,,,,,,,,,,
S3-1,July 30,210,8:05 PM,10:15 PM,130,,,,,,,,,,,,,,,,,,,
S3-2,July 30,210,8:05 PM,8:10 PM,5,8.54,26.6,23.5,76.8,1011.6,12,1011.6,29.4,22.2,16.96,532,94.9,0,0,0,26.6,3.1,1.163,
S3-2,July 30,210,8:05 PM,8:25 PM,20,10.7,26.3,24,82.7,1011.7,11,1011.7,29.5,23.2,17.95,526,95,2,1.5,0,26.3,2.3,1.164,
S3-2,July 30,210,8:05 PM,8:40 PM,35,13.65,26.8,24,79.8,1011.9,10,1011.9,30,23,17.73,538,94.9,1,1.2,0,26.7,2.8,1.162,
S3-2,July 30,210,8:05 PM,8:55 PM,50,16.56,26.4,24.1,82.3,1012.1,7,1012.1,29.7,23.2,17.95,524,95,0,0,0,26.4,2.3,1.164,
S3-2,July 30,210,8:05 PM,9:10 PM,65,17.64,25.8,23.5,82.3,1012.2,6,1012.2,28.5,22.6,17.29,499,95.2,0,0,0,25.8,2.3,1.167,
S3-2,July 30,210,8:05 PM,9:25 PM,80,17.92,26.2,24.2,84.8,1012.4,6,1012.4,29.4,23.4,18.24,515,95.1,0,0,0,26.1,2,1.165,
S3-2,July 30,210,8:05 PM,9:40 PM,95,19.14,26.1,23.9,84.3,1012.5,4,1012.5,29.1,23.2,17.99,509,95.2,2,1.5,0,26,2.2,1.166,
S3-2,July 30,210,8:05 PM,9:55 PM,110,19.19,25.9,23.4,81.5,1012.6,3,1012.6,28.3,22.5,17.18,497,95.3,1,1.2,0,25.8,2.5,1.167,
S3-2,July 30,210,8:05 PM,10:10 PM,125,19.31,25.6,23.7,85.4,1012.6,3,1012.6,28.3,23,17.8,493,95.3,2,0,0,25.6,2,1.168,
S3-3,July 30,210,8:05 PM,8:05 PM,0,8.32,26.9,23.4,74.7,1011.5,13,1011.5,29.7,22,16.75,541,94.9,0,0,0,26.9,3.5,1.162,
S3-3,July 30,210,8:05 PM,8:20 PM,15,9.76,26.7,24,80.5,1011.6,12,1011.6,29.9,23,17.81,537,94.9,0,0,0,26.6,2.7,1.163,
S3-3,July 30,210,8:05 PM,8:35 PM,30,13.13,26.7,24.2,81.6,1011.8,11,1011.8,30.2,23.3,18.11,540,94.9,2,1.4,0,26.7,2.5,1.162,
S3-3,July 30,210,8:05 PM,8:50 PM,45,16.4,27.2,25.1,84.6,1012,8,1012,31.5,24.4,19.31,559,94.7,2,1.5,0,27.1,2.1,1.16,
S3-3,July 30,210,8:05 PM,9:05 PM,60,17.96,26.2,23.9,83,1012.3,6,1012.3,29.1,23,17.8,512,95.1,2,1.4,0,26.1,2.3,1.165,
S3-3,July 30,210,8:05 PM,9:20 PM,75,18.03,26.3,23.5,79.2,1012.3,6,1012.3,29,22.4,17.09,512,95.1,0,0,0,26.2,2.8,1.165,
S3-3,July 30,210,8:05 PM,9:35 PM,90,18.61,26.4,24.8,87.4,1012.4,5,1012.4,30.3,24.1,19.07,528,95,2,1.6,0,26.4,1.6,1.164,
S3-3,July 30,210,8:05 PM,9:50 PM,105,19.01,26.2,24.1,84.2,1012.5,5,1012.5,29.5,23.3,18.14,515,95.1,2,1.6,0,26.2,2.1,1.165,
S3-3,July 30,210,8:05 PM,10:05 PM,120,19.18,26.1,23.8,83,1012.7,3,1012.7,29.1,23,17.75,508,95.2,0,0,0,26.1,2.3,1.166,
Z1-1,August 4,215,7:59 PM,8:09 PM,10,,22.5,20.3,82,1018.5,-46,1018.5,23.3,19.3,13.94,299,97.1,2,1.7,0,22.4,2.2,1.19,
Z1-1,August 4,215,7:59 PM,8:24 PM,25,,22.2,20.1,82.2,1018.9,-48,1018.9,23,19,13.75,284,97.2,2,1.4,0.01,22.2,2.1,1.191,
Z1-1,August 4,215,7:59 PM,8:39 PM,40,,22,20,83.6,1019.2,-51,1019.2,22.8,19.1,13.77,273,97.4,2,1.6,0.01,21.9,2,1.193,
Z1-1,August 4,215,7:59 PM,8:54 PM,55,,22.2,20.2,83.9,1019,-50,1019,23,19.3,14,284,97.2,0,0,0,22.1,2,1.191,
Z1-1,August 4,215,7:59 PM,9:09 PM,70,,21.4,19.6,84.4,1019.1,-50,1019.1,22.1,18.7,13.45,253,97.5,2,1.7,0.01,21.4,1.8,1.195,
Z1-1,August 4,215,7:59 PM,9:24 PM,85,,21.5,19.6,83.9,1019.1,-51,1019.1,22.3,18.7,13.43,256,97.5,2,1.6,0.01,21.5,1.9,1.195,
Z1-1,August 4,215,7:59 PM,9:39 PM,100,,21.4,19.7,85.6,1019.4,-52,1019.4,22.1,18.9,13.65,252,97.5,2,1.4,0.01,21.4,1.8,1.195,
Z1-1,August 4,215,7:59 PM,9:54 PM,115,,21.3,19.4,84.1,1019.4,-52,1019.4,22,18.5,13.27,243,97.6,1,1.3,0.02,21.3,1.9,1.196,
Z1-1,August 4,215,7:59 PM,10:09 PM,130,,21.8,19.8,83.5,1019.5,-53,1019.5,22.5,18.9,13.59,262,97.5,0,0,0.01,21.7,2,1.194,
Z1-2,August 4,215,7:59 PM,8:04 PM,5,,22.7,20.3,80.6,1018.5,-46,1018.5,23.5,19.2,13.87,306,97,1,1.3,0.01,22.6,2.4,1.189,
Z1-2,August 4,215,7:59 PM,8:19 PM,20,,22.8,20.5,81.6,1018.7,-47,1018.7,23.7,19.5,14.18,311,97,1,1.2,0,22.8,2.3,1.188,
Z1-2,August 4,215,7:59 PM,8:34 PM,35,,22.2,20.2,83.3,1018.9,-49,1018.9,23.1,19.2,13.92,285,97.2,2,1.4,0,22.2,2,1.191,
Z1-2,August 4,215,7:59 PM,8:49 PM,50,,21.8,20,85.3,1019,-50,1019,22.5,19.2,13.87,267,97.4,1,1.3,0.01,21.7,1.8,1.193,
Z1-2,August 4,215,7:59 PM,9:04 PM,65,,22.5,20.4,83.4,1018.9,-49,1018.9,23.4,19.5,14.17,295,97.1,0,0,0,22.4,2.1,1.19,
Z1-2,August 4,215,7:59 PM,9:19 PM,80,,21.6,19.4,81.9,1019.1,-50,1019.1,22.3,18.4,13.2,258,97.5,2,1.5,0.02,21.6,2.2,1.194,
Z1-2,August 4,215,7:59 PM,9:34 PM,95,,21.1,19.3,84.4,1019.4,-52,1019.4,21.6,18.4,13.16,235,97.7,2,1.5,0.02,21,1.8,1.197,
Z1-2,August 4,215,7:59 PM,9:49 PM,110,,21.1,19.3,85.2,1019.3,-52,1019.3,21.8,18.5,13.29,237,97.7,2,1.7,0.02,21.1,1.8,1.197,
Z1-2,August 4,215,7:59 PM,10:04 PM,125,,21.4,19.6,84.4,1019.4,-53,1019.4,22.1,18.7,13.41,248,97.6,1,1.3,0.01,21.4,1.8,1.196,
Z1-3,August 4,215,7:59 PM,7:59 PM,0,,24.1,21.3,78.2,1018.3,-44,1018.3,25.1,20.1,14.7,362,96.5,1,1.3,0,24.1,2.8,1.182,
Z1-3,August 4,215,7:59 PM,8:14 PM,15,,22.9,20.4,79.3,1018.5,-45,1018.5,23.8,19.2,13.88,314,97,0,0,0,22.9,2.5,1.188,
Z1-3,August 4,215,7:59 PM,8:29 PM,30,,22.7,20.2,80,1018.7,-47,1018.7,23.5,19,13.74,302,97.1,0,0,0,22.6,2.5,1.189,
Z1-3,August 4,215,7:59 PM,8:44 PM,45,,21.7,19.9,84.8,1018.9,-49,1018.9,22.5,19.1,13.76,268,97.4,2,1.4,0.01,21.7,1.8,1.193,
Z1-3,August 4,215,7:59 PM,8:59 PM,60,,22.4,20.3,83.5,1018.9,-49,1018.9,23.3,19.4,14.08,291,97.2,1,1.3,0,22.3,2.1,1.191,
Z1-3,August 4,215,7:59 PM,9:14 PM,75,,21.2,19.4,84.8,1019,-49,1019,21.9,18.6,13.34,245,97.6,2,1.4,0.02,21.2,1.8,1.196,
Z1-3,August 4,215,7:59 PM,9:29 PM,90,,21.5,19.8,85.2,1019.1,-50,1019.1,22.3,18.9,13.67,257,97.5,1,1.2,0.01,21.5,1.7,1.194,
Z1-3,August 4,215,7:59 PM,9:44 PM,105,,21.3,19.5,84.9,1019.3,-51,1019.3,22,18.7,13.44,247,97.6,0,0,0.01,21.3,1.8,1.196,
Z1-3,August 4,215,7:59 PM,9:59 PM,120,,21,19.4,86.6,1019.3,-52,1019.3,21.7,18.7,13.43,236,97.7,1,1.3,0.01,21,1.6,1.197,
Z2-1,August 4,215,7:59 PM,8:09 PM,10,,23.3,20.2,75.4,1010.8,19,1010.8,24,18.7,13.54,402,96.1,1,1.3,0.01,23.2,3.1,1.178,
Z2-1,August 4,215,7:59 PM,8:24 PM,25,,23.6,20.1,73.1,1011.2,15,1011.2,24.1,18.5,13.37,408,96.1,0,0,0.01,23.5,3.5,1.177,
Z2-1,August 4,215,7:59 PM,8:39 PM,40,,23,19.8,74.7,1011.3,15,1011.3,23.6,18.3,13.18,386,96.3,3,2,0.02,23,3.2,1.18,
Z2-1,August 4,215,7:59 PM,8:54 PM,55,,22.6,19.6,76.2,1011.2,15,1011.2,23.3,18.2,13.15,374,96.4,3,2,0.02,22.6,3,1.181,
Z2-1,August 4,215,7:59 PM,9:09 PM,70,,22.5,19.8,78.7,1011.4,14,1011.4,23.2,18.6,13.49,369,96.5,1,1.2,0.01,22.5,2.7,1.182,
Z2-1,August 4,215,7:59 PM,9:24 PM,85,,21.9,19.5,80.6,1010.7,19,1010.7,22.6,18.4,13.31,355,96.6,0,0,0.01,21.9,2.4,1.183,
Z2-1,August 4,215,7:59 PM,9:39 PM,100,,22.1,20,82.7,1011.4,13,1011.4,23,19,13.85,358,96.6,0,0,0,22.1,2.1,1.183,
Z2-1,August 4,215,7:59 PM,9:54 PM,115,,21.7,19.5,81.6,1011.6,11,1011.6,22.4,18.4,13.32,339,96.7,2,1.8,0.02,21.7,2.2,1.185,
Z2-1,August 4,215,7:59 PM,10:09 PM,130,,21.9,19.8,83.2,1011.7,11,1011.7,22.6,18.9,13.73,346,96.7,2,1.6,0.01,21.8,2.1,1.184,
Z2-2,August 4,215,7:59 PM,8:04 PM,5,,23.4,19.8,72.4,1010.4,21,1010.4,23.9,18.1,13.06,406,96.1,0,0,0.01,23.3,3.6,1.177,
Z2-2,August 4,215,7:59 PM,8:19 PM,20,,23.4,20.2,75.2,1010.6,20,1010.6,24.1,18.7,13.58,408,96.1,0,0,0.01,23.3,3.2,1.177,
Z2-2,August 4,215,7:59 PM,8:34 PM,35,,22.8,19.5,74.5,1010.9,18,1010.9,23.3,18,12.96,380,96.4,7,5,0.04,22.7,3.3,1.18,
